Importer,Exporter,Count
Russian Federation,Japan,123
Russian Federation,Kenya,4
Russian Federation,Kyrgyzstan,58
Russian Federation,Latvia,13
Russian Federation,Madagascar,29
Russian Federation,Malaysia,4
Russian Federation,Mali,1
Russian Federation,Mauritius,1
Russian Federation,Mexico,1
Russian Federation,Moldova (Republic of),1
Russian Federation,Monaco,2
Russian Federation,Mongolia,7
Russian Federation,Morocco,1
Russian Federation,Mozambique,21
Russian Federation,Netherlands,25
Russian Federation,New Zealand,3
Russian Federation,North Macedonia,2
Russian Federation,Norway,1
Russian Federation,Oman,3
Russian Federation,Pakistan,21
Russian Federation,Peru,76
Russian Federation,Philippines,266
Russian Federation,Poland,174
Russian Federation,Portugal,8
Russian Federation,Romania,1
Russian Federation,San Marino,7
Russian Federation,Serbia,1
Russian Federation,Singapore,5
Russian Federation,Slovakia,6
Russian Federation,South Africa,295
Russian Federation,South Korea,83
Russian Federation,Spain,75
Russian Federation,Sri Lanka,5
Russian Federation,Sudan,16
Russian Federation,Sweden,3
Russian Federation,Switzerland,1515
Russian Federation,Syrian Arab Republic,2
Russian Federation,Tajikistan,4
Russian Federation,"Tanzania, United Republic of",8
Russian Federation,Thailand,2206
Russian Federation,Tunisia,3
Russian Federation,Turkey,16
Russian Federation,Uganda,1
Russian Federation,Ukraine,3
Russian Federation,United Arab Emirates,10
Russian Federation,United Kingdom,140
Russian Federation,United States of America,2
Russian Federation,Uruguay,30
Russian Federation,Uzbekistan,12
Russian Federation,Viet Nam,34
Russian Federation,Zambia,24
Russian Federation,Zimbabwe,127
Rwanda,Netherlands,6
Rwanda,South Africa,2
Réunion,Austria,18
Réunion,China,29
Réunion,Germany,4
Réunion,Singapore,13
Réunion,South Africa,3
Réunion,Switzerland,34
Réunion,Thailand,108
Réunion,Turkey,18
Saint Barthélemy,Armenia,1
Saint Barthélemy,Belgium,8
Saint Barthélemy,France,668
Saint Barthélemy,Ireland,3
Saint Barthélemy,Italy,158
Saint Barthélemy,Luxembourg,2
Saint Barthélemy,Netherlands,54
Saint Barthélemy,Spain,1
Saint Barthélemy,Switzerland,25
Saint Barthélemy,United Kingdom,19
Saint Kitts and Nevis,Barbados,1
Saint Kitts and Nevis,Italy,1
Saint Kitts and Nevis,Switzerland,6
Saint Kitts and Nevis,Thailand,7
Saint Lucia,France,15
Saint Lucia,Saint Kitts and Nevis,3
Saint Lucia,Switzerland,1
Saint Lucia,Thailand,12
Saint Martin (French part),France,31
Saint Martin (French part),Ireland,1
Saint Martin (French part),Saint Kitts and Nevis,13
Saint Pierre and Miquelon,France,6
Saint Pierre and Miquelon,Spain,3
Saint Vincent and the Grenadines,Canada,1
Saint Vincent and the Grenadines,Netherlands,3
Samoa,Japan,2
San Marino,Canada,5
San Marino,Netherlands,1
San Marino,Switzerland,3
Saudi Arabia,Austria,155
Saudi Arabia,Bahrain,96
Saudi Arabia,Bangladesh,28
Saudi Arabia,Belgium,20
Saudi Arabia,Canada,20
Saudi Arabia,Central African Republic,1
Saudi Arabia,China,63
Saudi Arabia,Costa Rica,4
Saudi Arabia,Cuba,1
Saudi Arabia,Czech Republic,43
Saudi Arabia,Democratic Republic of the Congo,6
Saudi Arabia,Denmark,1
Saudi Arabia,El Salvador,1
Saudi Arabia,Estonia,13
Saudi Arabia,Ethiopia,8
Saudi Arabia,France,1405
Saudi Arabia,Germany,191
Saudi Arabia,Hungary,8
Saudi Arabia,India,59
Saudi Arabia,Indonesia,2677
Saudi Arabia,Ireland,75
Saudi Arabia,Italy,933
Saudi Arabia,Japan,17
Saudi Arabia,Jordan,27
Saudi Arabia,Kenya,2
Saudi Arabia,Kuwait,80
Saudi Arabia,Lao People's Democratic Republic,10
Saudi Arabia,Lebanon,2
Saudi Arabia,Malaysia,29
Saudi Arabia,Mali,1
Saudi Arabia,Mongolia,2
Saudi Arabia,Morocco,107
Saudi Arabia,Netherlands,4180
Saudi Arabia,Nicaragua,8
Saudi Arabia,Oman,7
Saudi Arabia,Pakistan,8
Saudi Arabia,Peru,6
Saudi Arabia,Poland,88
Saudi Arabia,Portugal,20
Saudi Arabia,Qatar,10
Saudi Arabia,Russian Federation,2
Saudi Arabia,Singapore,123
Saudi Arabia,Slovakia,19
Saudi Arabia,South Africa,340
Saudi Arabia,South Korea,2
Saudi Arabia,Spain,132
Saudi Arabia,Sri Lanka,47
Saudi Arabia,Sudan,166
Saudi Arabia,Suriname,26
Saudi Arabia,Switzerland,501
Saudi Arabia,Thailand,2677
Saudi Arabia,United Arab Emirates,836
Saudi Arabia,United Kingdom,75
Saudi Arabia,United States of America,16
Saudi Arabia,Uzbekistan,1
Saudi Arabia,Viet Nam,1142
Saudi Arabia,Zimbabwe,1
Senegal,Belgium,30
Senegal,Czech Republic,8
Senegal,France,12
Senegal,Germany,1
Senegal,Morocco,1
Senegal,Netherlands,229
Senegal,Niger,5
Senegal,Qatar,4
Senegal,South Africa,9
Senegal,Spain,1
Senegal,Thailand,1
Senegal,United Arab Emirates,17
Serbia,Austria,37
Serbia,Canada,2
Serbia,Croatia,42
Serbia,Czech Republic,3
Serbia,Estonia,14
Serbia,France,234
Serbia,Germany,228
Serbia,Greece,1
Serbia,Hungary,38
Serbia,India,1
Serbia,Indonesia,17
Serbia,Italy,20
Serbia,Kyrgyzstan,5
Serbia,Netherlands,10089
Serbia,North Macedonia,1
Serbia,Poland,7
Serbia,Romania,3
Serbia,Russian Federation,13
Serbia,Sierra Leone,2
Serbia,Slovenia,12
Serbia,South Africa,14
Serbia,South Korea,2
Serbia,Spain,1
Serbia,Switzerland,308
Serbia,Turkey,2
Serbia,United Arab Emirates,27
Serbia,United Kingdom,3
Serbia,United States of America,23
Seychelles,Belarus,1
Seychelles,France,86
Seychelles,Italy,1
Seychelles,Netherlands,12
Seychelles,Singapore,1
Seychelles,Switzerland,53
Seychelles,Thailand,497
Sierra Leone,Bhutan,3
Sierra Leone,Kuwait,6
Sierra Leone,Montenegro,1
Sierra Leone,North Macedonia,1
Sierra Leone,South Africa,1
Singapore,Australia,2174
Singapore,Austria,225
Singapore,Belarus,11
Singapore,Belgium,103
Singapore,Brazil,2
Singapore,Bulgaria,11
Singapore,Cambodia,2
Singapore,Canada,103
Singapore,Chile,4
Singapore,China,666
Singapore,Colombia,5
Singapore,Costa Rica,86
Singapore,Croatia,1
Singapore,Cyprus,22
Singapore,Czech Republic,123
Singapore,Democratic Republic of the Congo,5
Singapore,Denmark,93
Singapore,Finland,2
Singapore,France,18961
Singapore,French Polynesia,5
Singapore,Germany,1120
Singapore,Greece,2
Singapore,Guyana,16
Singapore,Hong Kong,400
Singapore,Hungary,3
Singapore,India,30
Singapore,Indonesia,5447
Singapore,Iran (Islamic Republic of),42
Singapore,Ireland,62
Singapore,Israel,1
Singapore,Italy,1412
Singapore,Jamaica,4
Singapore,Japan,1295
Singapore,Jersey,4
Singapore,Kenya,18
Singapore,Kuwait,6
Singapore,Lao People's Democratic Republic,2
Singapore,Latvia,48
Singapore,Lebanon,6
Singapore,Macao,126
Singapore,Madagascar,19
Singapore,Malaysia,2387
Singapore,Micronesia (Federated States of),11
Singapore,Morocco,12
Singapore,Netherlands,1189
Singapore,New Zealand,119
Singapore,Papua New Guinea,48
Singapore,Paraguay,37
Singapore,Peru,293
Singapore,Philippines,108
Singapore,Poland,81
Singapore,Portugal,130
Singapore,Qatar,55
Singapore,Romania,8
Singapore,Russian Federation,2
Singapore,Senegal,12
Singapore,Serbia,1
Singapore,South Africa,55
Singapore,South Korea,413
Singapore,Spain,424
Singapore,Sri Lanka,348
Singapore,Suriname,4
Singapore,Switzerland,3023
Singapore,Syrian Arab Republic,2
Singapore,Taiwan,34
Singapore,Thailand,3505
Singapore,Tonga,160
Singapore,United Arab Emirates,114
Singapore,United Kingdom,280
Singapore,United States of America,232
Singapore,Uruguay,27
Singapore,Venezuela (Bolivarian Republic of),2
Singapore,Viet Nam,479
Singapore,Zambia,121
Singapore,Zimbabwe,90
Sint Maarten (Dutch part),Anguilla,1
Sint Maarten (Dutch part),Belgium,2
Sint Maarten (Dutch part),Curaçao,1
Sint Maarten (Dutch part),France,174
Sint Maarten (Dutch part),Germany,35
Sint Maarten (Dutch part),Netherlands,850
Sint Maarten (Dutch part),Saint Kitts and Nevis,57
Sint Maarten (Dutch part),Switzerland,46
Sint Maarten (Dutch part),Uruguay,1
Slovakia,Argentina,1
Slovakia,Australia,1
Slovakia,Azerbaijan,4
Slovakia,Benin,4
Slovakia,Botswana,14
Slovakia,Canada,5
Slovakia,Israel,4
Slovakia,Kyrgyzstan,24
Slovakia,Mongolia,2
Slovakia,Norway,4
Slovakia,Russian Federation,26
Slovakia,Singapore,2
Slovakia,South Africa,73
Slovakia,South Korea,3
Slovakia,Switzerland,153
Slovakia,Syrian Arab Republic,2
Slovakia,"Tanzania, United Republic of",2
Slovakia,Thailand,2
Slovakia,Turkey,3
Slovakia,United Arab Emirates,69
Slovakia,United States of America,1
Slovakia,Zambia,6
Slovakia,Zimbabwe,16
Slovenia,Canada,8
Slovenia,Democratic Republic of the Congo,8
Slovenia,India,10
Slovenia,Jordan,6
Slovenia,Mexico,1
Slovenia,Singapore,2
Slovenia,South Africa,4
Slovenia,Switzerland,511
Slovenia,United Arab Emirates,116
Slovenia,United States of America,1
South Africa,Argentina,7
South Africa,Australia,1302
South Africa,Austria,175
South Africa,Bahrain,1
South Africa,Belgium,47
South Africa,Benin,3
South Africa,Botswana,100
South Africa,Brazil,1
South Africa,Cameroon,13
South Africa,Canada,3
South Africa,Chile,1
South Africa,China,2
South Africa,Colombia,2
South Africa,Congo,8
South Africa,Czech Republic,19
South Africa,Democratic Republic of the Congo,4
South Africa,Denmark,31
South Africa,Dominica,1
South Africa,Estonia,6
South Africa,Eswatini,1
South Africa,Ethiopia,4
South Africa,France,363
South Africa,Germany,233
South Africa,Ghana,18
South Africa,Hong Kong,1
South Africa,India,3
South Africa,Indonesia,1426
South Africa,Ireland,2
South Africa,Israel,1
South Africa,Italy,218
South Africa,Japan,32
South Africa,Kenya,88
South Africa,Kuwait,2
South Africa,Kyrgyzstan,9
South Africa,Lesotho,13
South Africa,Lithuania,2
South Africa,Madagascar,4
South Africa,Malawi,3
South Africa,Malaysia,35
South Africa,Mauritius,11
South Africa,Mozambique,403
South Africa,Netherlands,508
South Africa,Niger,2
South Africa,Papua New Guinea,1
South Africa,Philippines,1
South Africa,Portugal,41
South Africa,Qatar,3
South Africa,Russian Federation,8
South Africa,Rwanda,2
South Africa,Senegal,7
South Africa,Seychelles,1
South Africa,Singapore,18
South Africa,Slovenia,6
South Africa,South Korea,5
South Africa,Spain,47
South Africa,Sri Lanka,90
South Africa,Suriname,1
South Africa,Sweden,1
South Africa,Switzerland,1539
South Africa,Syrian Arab Republic,10
South Africa,Taiwan,8
South Africa,Tajikistan,1
South Africa,"Tanzania, United Republic of",79
South Africa,Thailand,469
South Africa,Togo,7
South Africa,Tonga,42
South Africa,Turkey,7
South Africa,Uganda,12
South Africa,Ukraine,7
South Africa,United Arab Emirates,42
South Africa,United Kingdom,56
South Africa,United States of America,65
South Africa,Uruguay,1
South Africa,Viet Nam,84
South Africa,Zambia,169
South Africa,Zimbabwe,426
South Korea,Argentina,4
South Korea,Australia,1250
South Korea,Austria,470
South Korea,Belarus,1
South Korea,Belgium,445
South Korea,Bolivia (Plurinational State of),3
South Korea,Brazil,13
South Korea,Cambodia,18
South Korea,Canada,218
South Korea,Central African Republic,5
South Korea,China,1338
South Korea,Colombia,160
South Korea,Congo,4
South Korea,Croatia,2
South Korea,Cuba,1
South Korea,Czech Republic,316
South Korea,Democratic Republic of the Congo,5
South Korea,Denmark,13
South Korea,Ecuador,84
South Korea,Egypt,50
South Korea,Estonia,3
South Korea,Eswatini,2
South Korea,Ethiopia,28
South Korea,Finland,3
South Korea,France,11022
South Korea,Germany,1323
South Korea,Ghana,29
South Korea,Greece,28
South Korea,Guatemala,7
South Korea,Guyana,4
South Korea,Hong Kong,3183
South Korea,Hungary,141
South Korea,India,58
South Korea,Indonesia,6829
South Korea,Iran (Islamic Republic of),7
South Korea,Ireland,229
South Korea,Italy,6545
South Korea,Japan,1759
South Korea,Jordan,6
South Korea,Kenya,57
South Korea,Kuwait,5
South Korea,Lao People's Democratic Republic,11
South Korea,Latvia,6
South Korea,Lebanon,4
South Korea,Lithuania,2
South Korea,Luxembourg,1
South Korea,Macao,149
South Korea,Madagascar,143
South Korea,Malawi,1
South Korea,Malaysia,79
South Korea,Mali,1
South Korea,Mauritius,9
South Korea,Mexico,13
South Korea,Morocco,333
South Korea,Mozambique,6
South Korea,Netherlands,534
South Korea,New Zealand,1
South Korea,Niger,1
South Korea,Panama,2
South Korea,Paraguay,8
South Korea,Peru,37
South Korea,Philippines,151
South Korea,Poland,3
South Korea,Portugal,3
South Korea,Romania,3
South Korea,Russian Federation,108
South Korea,Senegal,3
South Korea,Seychelles,4
South Korea,Sierra Leone,10
South Korea,Singapore,14988
South Korea,Sint Maarten (Dutch part),1
South Korea,Slovakia,13
South Korea,Slovenia,65
South Korea,Solomon Islands,6
South Korea,South Africa,362
South Korea,Spain,1124
South Korea,Sri Lanka,128
South Korea,Sudan,6
South Korea,Suriname,2
South Korea,Sweden,7
South Korea,Switzerland,8919
South Korea,Syrian Arab Republic,6
South Korea,Taiwan,1261
South Korea,Thailand,1207
South Korea,Togo,95
South Korea,Tonga,143
South Korea,Tunisia,82
South Korea,Turkey,98
South Korea,Uganda,19
South Korea,Ukraine,12
South Korea,United Arab Emirates,7
South Korea,United Kingdom,97
South Korea,United States of America,398
South Korea,Uruguay,2
South Korea,Uzbekistan,35
South Korea,Vanuatu,13
South Korea,Viet Nam,1196
South Korea,Virgin Islands (British),1
South Korea,Zambia,14
South Korea,Zimbabwe,100
Spain,Angola,1
Spain,Argentina,38
Spain,Australia,268
Spain,Azerbaijan,15
Spain,Bahrain,28
Spain,Belize,1
Spain,Bermuda,10
Spain,Bolivia (Plurinational State of),61
Spain,Botswana,28
Spain,Brazil,30
Spain,Cabo Verde,5
Spain,Cameroon,22
Spain,Canada,137
Spain,China,206
Spain,Colombia,19
Spain,Congo,3
Spain,Costa Rica,85
Spain,Cuba,2
Spain,Democratic Republic of the Congo,22
Spain,Ecuador,10
Spain,El Salvador,13
Spain,Ethiopia,5
Spain,Georgia,6
Spain,Ghana,1
Spain,Guatemala,17
Spain,Honduras,28
Spain,Hong Kong,11
Spain,Iceland,3
Spain,India,86
Spain,Indonesia,1103
Spain,Iran (Islamic Republic of),20
Spain,Israel,3
Spain,Japan,143
Spain,Kazakhstan,2
Spain,Kenya,48
Spain,Kuwait,3
Spain,Kyrgyzstan,108
Spain,Madagascar,50
Spain,Malaysia,10
Spain,Maldives,2
Spain,Mali,1
Spain,Mauritius,95
Spain,Mexico,49
Spain,Monaco,2
Spain,Mongolia,3
Spain,Morocco,45
Spain,Mozambique,32
Spain,Nicaragua,26
Spain,North Macedonia,5
Spain,Norway,4
Spain,Pakistan,49
Spain,Panama,9
Spain,Peru,50
Spain,Philippines,2
Spain,Qatar,41
Spain,Russian Federation,71
Spain,Saudi Arabia,1
Spain,Senegal,20
Spain,Seychelles,2
Spain,Singapore,102
Spain,South Africa,691
Spain,Switzerland,2753
Spain,Taiwan,3
Spain,Tajikistan,7
Spain,"Tanzania, United Republic of",25
Spain,Thailand,126
Spain,Turkey,56
Spain,Uganda,9
Spain,Ukraine,6
Spain,United Arab Emirates,676
Spain,United Kingdom,37
Spain,United States of America,86
Spain,Uruguay,39
Spain,Uzbekistan,6
Spain,Venezuela (Bolivarian Republic of),7
Spain,Viet Nam,86
Spain,Zambia,60
Spain,Zimbabwe,210
Sri Lanka,Australia,5
Sri Lanka,Austria,3
Sri Lanka,Belgium,8
Sri Lanka,China,13
Sri Lanka,Czech Republic,54
Sri Lanka,Germany,37
Sri Lanka,Guyana,15
Sri Lanka,Indonesia,37
Sri Lanka,Italy,3
Sri Lanka,Kuwait,14
Sri Lanka,Malaysia,6
Sri Lanka,Philippines,15
Sri Lanka,Qatar,10
Sri Lanka,Singapore,24
Sri Lanka,Suriname,55
Sri Lanka,Switzerland,18
Sri Lanka,Thailand,586
Sri Lanka,United States of America,9
Sri Lanka,Viet Nam,18
Sudan,Germany,1
Sudan,Kuwait,12
Sudan,South Africa,2
Sudan,Switzerland,12
Sudan,Zambia,2
Suriname,Hong Kong,1
Suriname,Hungary,7
Suriname,Kuwait,3
Suriname,Malaysia,2
Suriname,Netherlands,2419
Suriname,Russian Federation,6
Suriname,Thailand,297
Svalbard and Jan Mayen,Norway,3
Sweden,Argentina,20
Sweden,Australia,2
Sweden,Canada,202
Sweden,China,12
Sweden,Costa Rica,1
Sweden,Greenland,10
Sweden,India,1
Sweden,Indonesia,13
Sweden,Iran (Islamic Republic of),1
Sweden,Japan,9
Sweden,Kyrgyzstan,7
Sweden,Madagascar,3
Sweden,Mozambique,2
Sweden,Norway,16
Sweden,Pakistan,5
Sweden,Peru,2
Sweden,Russian Federation,8
Sweden,Singapore,1
Sweden,South Africa,180
Sweden,South Korea,12
Sweden,Sri Lanka,1
Sweden,Switzerland,368
Sweden,"Tanzania, United Republic of",1
Sweden,Thailand,9
Sweden,Turkey,3
Sweden,Uganda,1
Sweden,United Arab Emirates,3
Sweden,United Kingdom,13
Sweden,United States of America,21
Sweden,Viet Nam,2
Sweden,Zambia,11
Sweden,Zimbabwe,6
Switzerland,Argentina,6
Switzerland,Australia,320
Switzerland,Austria,2878
Switzerland,Azerbaijan,4
Switzerland,Bahamas,4
Switzerland,Bahrain,25
Switzerland,Belarus,2
Switzerland,Belgium,499
Switzerland,Benin,3
Switzerland,Brazil,87
Switzerland,Bulgaria,94
Switzerland,Burkina Faso,15
Switzerland,Cameroon,8
Switzerland,Canada,260
Switzerland,Chile,5
Switzerland,China,491
Switzerland,Colombia,81
Switzerland,Czech Republic,129
Switzerland,Denmark,832
Switzerland,Ecuador,803
Switzerland,Estonia,1
Switzerland,Finland,4
Switzerland,France,29420
Switzerland,Germany,7809
Switzerland,Ghana,1
Switzerland,Greece,8
Switzerland,Guatemala,7
Switzerland,Honduras,4
Switzerland,Hong Kong,545
Switzerland,Hungary,19
Switzerland,Iceland,1
Switzerland,India,45
Switzerland,Indonesia,2082
Switzerland,Iran (Islamic Republic of),5
Switzerland,Ireland,295
Switzerland,Israel,19
Switzerland,Italy,21092
Switzerland,Jamaica,1
Switzerland,Japan,1136
Switzerland,Jersey,5
Switzerland,Kazakhstan,1
Switzerland,Kuwait,81
Switzerland,Kyrgyzstan,13
Switzerland,Latvia,9
Switzerland,Lebanon,30
Switzerland,Lithuania,22
Switzerland,Luxembourg,5
Switzerland,Macao,51
Switzerland,Madagascar,122
Switzerland,Malaysia,434
Switzerland,Malta,1
Switzerland,Mauritius,212
Switzerland,Mexico,212
Switzerland,Monaco,48
Switzerland,Mongolia,2
Switzerland,Montenegro,1
Switzerland,Morocco,2
Switzerland,Nepal,3
Switzerland,Netherlands,143082
Switzerland,Nicaragua,10
Switzerland,Northern Mariana Islands,3
Switzerland,Norway,13
Switzerland,Pakistan,1
Switzerland,Panama,1
Switzerland,Paraguay,30
Switzerland,Peru,24
Switzerland,Poland,111
Switzerland,Portugal,1663
Switzerland,Qatar,72
Switzerland,Romania,56
Switzerland,Russian Federation,55
Switzerland,Serbia,23
Switzerland,Seychelles,4
Switzerland,Singapore,1015
Switzerland,Slovakia,9
Switzerland,Slovenia,37
Switzerland,South Africa,483
Switzerland,South Korea,1775
Switzerland,Spain,524
Switzerland,Sudan,1
Switzerland,Sweden,15
Switzerland,Taiwan,377
Switzerland,"Tanzania, United Republic of",3
Switzerland,Thailand,1615
Switzerland,Turkey,89
Switzerland,Ukraine,3
Switzerland,United Arab Emirates,1198
Switzerland,United Kingdom,968
Switzerland,United States of America,1298
Switzerland,Uruguay,148
Switzerland,Viet Nam,31
Switzerland,Virgin Islands (British),2
Switzerland,Zimbabwe,23
Syrian Arab Republic,China,1
Syrian Arab Republic,Kuwait,1
Syrian Arab Republic,Sudan,11
Syrian Arab Republic,Ukraine,5
Syrian Arab Republic,United Arab Emirates,1
Taiwan,Argentina,5
Taiwan,Austria,153
Taiwan,Barbados,1
Taiwan,Belgium,88
Taiwan,Benin,5
Taiwan,Brazil,6
Taiwan,Canada,646
Taiwan,Chile,1
Taiwan,Colombia,1
Taiwan,Congo,1
Taiwan,Costa Rica,10
Taiwan,Czech Republic,38
Taiwan,Democratic Republic of the Congo,25
Taiwan,Denmark,21
Taiwan,El Salvador,15
Taiwan,Ethiopia,1
Taiwan,France,3898
Taiwan,Germany,542
Taiwan,Ghana,3
Taiwan,Honduras,1
Taiwan,India,3
Taiwan,Indonesia,2632
Taiwan,Ireland,109
Taiwan,Italy,896
Taiwan,Japan,1183
Taiwan,Jersey,1
Taiwan,Jordan,1
Taiwan,Kenya,60
Taiwan,Kuwait,2
Taiwan,Lao People's Democratic Republic,3
Taiwan,Latvia,3
Taiwan,Madagascar,6
Taiwan,Malaysia,193
Taiwan,Mali,1
Taiwan,Mauritius,2
Taiwan,Mexico,4
Taiwan,Nepal,3
Taiwan,Netherlands,97
Taiwan,New Zealand,130
Taiwan,Nicaragua,17
Taiwan,North Macedonia,6
Taiwan,Palau,13
Taiwan,Panama,2
Taiwan,Papua New Guinea,2
Taiwan,Paraguay,3
Taiwan,Peru,20
Taiwan,Philippines,48
Taiwan,Portugal,1
Taiwan,Seychelles,45
Taiwan,Singapore,3659
Taiwan,Slovakia,5
Taiwan,South Africa,22
Taiwan,South Korea,169
Taiwan,Spain,49
Taiwan,Sri Lanka,24
Taiwan,Suriname,4
Taiwan,Switzerland,1704
Taiwan,Syrian Arab Republic,20
Taiwan,Thailand,616
Taiwan,Trinidad and Tobago,1
Taiwan,United Arab Emirates,9
Taiwan,United Kingdom,50
Taiwan,Uzbekistan,5
Taiwan,Vanuatu,45
Taiwan,Venezuela (Bolivarian Republic of),1
Taiwan,Viet Nam,325
Taiwan,Virgin Islands (British),1
Taiwan,Zambia,6
Tajikistan,France,6
Tajikistan,Germany,3
Tajikistan,Italy,3
Tajikistan,Kyrgyzstan,7
Tajikistan,Netherlands,9
Tajikistan,Qatar,10
Tajikistan,South Africa,4
Tajikistan,Switzerland,1
Tajikistan,Turkey,9
Tajikistan,United Arab Emirates,4
Tajikistan,Uzbekistan,3
"Tanzania, United Republic of",Bangladesh,1
"Tanzania, United Republic of",Canada,1
"Tanzania, United Republic of",Czech Republic,3
"Tanzania, United Republic of",Madagascar,13
"Tanzania, United Republic of",Netherlands,958
"Tanzania, United Republic of",Russian Federation,3
"Tanzania, United Republic of",South Africa,16
"Tanzania, United Republic of",Spain,1
"Tanzania, United Republic of",Thailand,86
Thailand,Algeria,1
Thailand,Argentina,10
Thailand,Australia,20
Thailand,Austria,14
Thailand,Bahrain,3
Thailand,Belgium,38
Thailand,Benin,14
Thailand,Bhutan,1
Thailand,Brazil,21
Thailand,Burkina Faso,4
Thailand,Cameroon,1
Thailand,Canada,230
Thailand,China,600
Thailand,Colombia,23
Thailand,Congo,2
Thailand,Cyprus,50
Thailand,Czech Republic,562
Thailand,Democratic Republic of the Congo,41
Thailand,Denmark,1
Thailand,Ecuador,64
Thailand,Egypt,10
Thailand,Estonia,1
Thailand,Ethiopia,3
Thailand,Finland,1
Thailand,France,3104
Thailand,Germany,673
Thailand,Guatemala,18
Thailand,Guyana,111
Thailand,Hong Kong,513
Thailand,Hungary,2
Thailand,India,9
Thailand,Indonesia,315
Thailand,Iran (Islamic Republic of),4
Thailand,Ireland,43
Thailand,Italy,1756
Thailand,Japan,918
Thailand,Kenya,74
Thailand,Kuwait,4
Thailand,Lao People's Democratic Republic,33
Thailand,Lebanon,5
Thailand,Macao,7
Thailand,Madagascar,84
Thailand,Malaysia,262
Thailand,Mauritius,20
Thailand,Mexico,2
Thailand,Monaco,1
Thailand,Mongolia,1
Thailand,Netherlands,864
Thailand,North Korea,4
Thailand,Papua New Guinea,4
Thailand,Peru,13
Thailand,Philippines,22
Thailand,Portugal,2
Thailand,Qatar,1
Thailand,Russian Federation,15
Thailand,Senegal,4
Thailand,Seychelles,37
Thailand,Singapore,7115
Thailand,Slovenia,20
Thailand,South Africa,407
Thailand,South Korea,88
Thailand,Spain,877
Thailand,Sri Lanka,466
Thailand,Sudan,18
Thailand,Suriname,17
Thailand,Sweden,39
Thailand,Switzerland,4458
Thailand,Syrian Arab Republic,1
Thailand,Taiwan,125
Thailand,Togo,33
Thailand,Turkey,1
Thailand,Uganda,9
Thailand,Ukraine,2
Thailand,United Arab Emirates,10
Thailand,United Kingdom,24
Thailand,United States of America,243
Thailand,Uruguay,1
Thailand,Viet Nam,124
Thailand,Zambia,19
Togo,Benin,10
Togo,Canada,1
Togo,Democratic Republic of the Congo,3
Togo,France,1
Togo,Ghana,1
Togo,Mali,2
Togo,Netherlands,6
Togo,Niger,10
Togo,South Africa,2
Togo,Spain,1
Trinidad and Tobago,Barbados,11
Trinidad and Tobago,Canada,2
Trinidad and Tobago,Germany,2
Trinidad and Tobago,Indonesia,8
Trinidad and Tobago,Jamaica,2
Trinidad and Tobago,Malaysia,1
Trinidad and Tobago,Spain,9
Trinidad and Tobago,Thailand,533
Trinidad and Tobago,United States of America,2
Tunisia,China,1
Tunisia,Curaçao,5
Tunisia,Czech Republic,3
Tunisia,Estonia,1
Tunisia,France,856
Tunisia,Germany,42
Tunisia,Italy,19
Tunisia,Kuwait,2
Tunisia,Netherlands,492
Tunisia,Niger,1
Tunisia,South Africa,1
Tunisia,Spain,15
Tunisia,Switzerland,50
Tunisia,Thailand,3
Tunisia,United Arab Emirates,1
Turkey,Argentina,12
Turkey,Australia,16
Turkey,Austria,398
Turkey,Azerbaijan,61
Turkey,Belgium,1
Turkey,Bulgaria,2
Turkey,Cameroon,1
Turkey,Canada,28
Turkey,Central African Republic,1
Turkey,China,40
Turkey,Colombia,9
Turkey,Congo,1
Turkey,Costa Rica,40
Turkey,Czech Republic,92
Turkey,Côte d'Ivoire,2
Turkey,Democratic Republic of the Congo,21
Turkey,Denmark,5
Turkey,Egypt,2
Turkey,El Salvador,5
Turkey,Estonia,1
Turkey,Ethiopia,1
Turkey,Finland,22
Turkey,France,4304
Turkey,French Polynesia,1
Turkey,Germany,1014
Turkey,Greece,211
Turkey,Hong Kong,4
Turkey,Hungary,16
Turkey,India,10
Turkey,Indonesia,828
Turkey,Iran (Islamic Republic of),8
Turkey,Iraq,4
Turkey,Ireland,125
Turkey,Italy,2067
Turkey,Japan,40
Turkey,Jordan,4
Turkey,Kuwait,12
Turkey,Kyrgyzstan,1
Turkey,Lebanon,6
Turkey,Libya,1
Turkey,Malaysia,24
Turkey,Mali,3
Turkey,Mexico,1
Turkey,Netherlands,16280
Turkey,Niger,3
Turkey,Paraguay,1
Turkey,Peru,2
Turkey,Philippines,2
Turkey,Poland,3
Turkey,Portugal,3
Turkey,Romania,2
Turkey,Russian Federation,23
Turkey,San Marino,5
Turkey,Singapore,167
Turkey,Slovakia,2
Turkey,South Africa,27
Turkey,South Korea,18
Turkey,Spain,2298
Turkey,Sri Lanka,1
Turkey,Sweden,1
Turkey,Switzerland,6354
Turkey,Taiwan,3
Turkey,Thailand,23
Turkey,United Arab Emirates,84
Turkey,United Kingdom,29
Turkey,United States of America,180
Turkey,Uzbekistan,35
Turkey,Venezuela (Bolivarian Republic of),12
Turkey,Viet Nam,68
Turkey,Zimbabwe,4
Turkmenistan,Austria,14
Turkmenistan,France,62
Turkmenistan,Germany,26
Turkmenistan,Ireland,2
Turkmenistan,Italy,22
Turkmenistan,Netherlands,47
Turkmenistan,Switzerland,2
Turkmenistan,Uzbekistan,3
Turks and Caicos Islands,Canada,2
Turks and Caicos Islands,France,2
